@relation weatherAUS_prepared_lowCorr30-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Standardize

@attribute Location numeric
@attribute Rainfall numeric
@attribute Evaporation numeric
@attribute Sunshine numeric
@attribute WindGustDir numeric
@attribute WindGustSpeed numeric
@attribute WindDir9am numeric
@attribute WindDir3pm numeric
@attribute WindSpeed9am numeric
@attribute WindSpeed3pm numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud9am numeric
@attribute Cloud3pm numeric
@attribute Temp3pm numeric
@attribute Month numeric
@attribute RainTomorrow {0,1}

@data
-0.673825,-0.397318,-1.314678,0.039981,-0.194972,-0.073322,0.219875,-0.869712,-0.085298,0.080507,0.976702,-0.331615,2.000421,-1.134579,-0.440706,-0.950431,-0.104011,0
-1.642565,-0.397318,1.767677,0.873307,0.250956,1.017796,0.653929,-1.090324,-1.308882,0.478743,-2.571364,-1.903993,0.079027,-1.511901,-1.650829,1.820973,-0.687195,0
1.384749,-0.397318,0.360515,0.73442,-0.863863,-0.668478,-1.082285,-0.869712,0.458517,-0.981455,1.035836,-0.494275,0.650681,0.186048,0.164356,0.552703,1.645539,0
-1.158195,-0.397318,0.53556,-0.265572,0.473919,1.216182,1.305009,0.453962,0.866378,1.673449,0.14882,0.969663,-0.889609,-0.379935,1.576166,0.098631,-0.978786,0
-0.673825,-0.397318,-0.778617,0.456644,-1.309791,-0.073322,-1.299312,0.012737,0.866378,-1.246945,-0.560793,-1.524454,1.079422,-1.134579,-1.650829,0.17692,0.479172,0
0.294916,0.108668,-1.113655,-0.182239,1.588738,-1.362826,1.087982,-1.090324,-0.629113,-0.184984,0.917567,0.481684,1.079422,-1.134579,1.172792,-0.762539,-0.978786,0
-1.521472,-0.397318,-1.247671,-0.710013,1.365775,-0.76767,1.087982,1.336412,-1.036974,-0.450474,1.981987,-0.114735,1.301732,-1.134579,0.769417,-0.496359,-0.104011,0
-0.552732,-0.397318,0.796065,0.789975,0.473919,1.216182,0.436902,-0.428487,-1.036974,1.009723,0.089685,-0.602715,0.031389,-0.379935,-0.440706,-0.08926,-0.978786,0
-0.91601,-0.397318,1.365631,0.873307,-0.6409,-0.271707,-1.516338,-0.6491,0.458517,1.009723,-0.619928,-0.656935,0.047269,-1.134579,0.164356,0.803226,1.062355,0
1.748027,-0.397318,-0.443578,0.289979,-1.532755,-0.470092,-0.865258,-1.090324,-0.085298,0.080507,0.858433,0.264804,1.285853,-0.379935,-1.247454,-0.778197,-0.687195,0
-0.552732,-0.397318,-1.247671,0.623309,1.365775,-0.966055,0.653929,1.557024,-0.629113,0.213252,0.14882,-0.602715,1.730473,-1.511901,0.164356,-0.715566,0.479172,0
-1.279287,-0.397318,-0.644601,0.512199,-0.417936,-1.164441,0.111362,-0.428487,-1.852697,-0.450474,0.562761,-1.036474,1.301732,-1.511901,-1.650829,-0.308468,-0.395603,0
0.416008,1.626626,-1.448694,-1.98778,1.811702,-2.057174,1.087982,-0.428487,-0.901021,-1.246945,1.981987,1.999842,1.015905,1.506674,1.172792,-1.592395,-0.395603,0
-0.794917,-0.397318,-0.577593,0.539977,0.919847,-0.668478,0.870956,0.895187,-1.036974,-0.184984,1.745449,-0.060515,1.111181,1.506674,0.366043,-0.29281,1.062355,0
1.748027,-0.397318,2.236731,-0.571125,1.142811,1.811337,0.870956,0.453962,2.225916,0.213252,1.922853,-0.331615,-1.270712,1.506674,1.172792,0.552703,-1.56197,0
-1.521472,-0.397318,0.628546,1.234415,-0.417936,-0.073322,-0.431205,1.336412,0.458517,-0.450474,0.326223,-0.873814,-0.587903,0.374709,-1.247454,-0.261495,1.645539,0
0.537101,0.614654,-0.97964,0.095536,-1.309791,-0.76767,1.087982,-1.310937,-0.629113,0.478743,0.089685,0.535904,1.968662,-1.134579,-1.247454,-0.308468,-0.395603,0
1.748027,2.132612,-0.041532,1.317748,1.365775,0.621026,0.436902,1.336412,1.954008,0.744233,-0.501659,0.427464,0.793595,0.374709,-1.247454,-0.887801,1.353947,0
1.263656,-0.397318,0.159492,0.317756,0.027992,-0.470092,0.002849,0.012737,-0.085298,-0.184984,-0.619928,0.373244,0.603044,0.752031,1.172792,-0.762539,-0.104011,0
-1.642565,-0.397318,-0.443578,0.539977,-0.194972,0.521833,1.739063,0.23335,-1.580789,0.744233,0.917567,-0.494275,1.095302,-0.379935,-0.037331,-1.420161,-0.104011,0
-0.189454,-0.397318,1.030592,0.817752,-1.086827,1.017796,-1.516338,-1.090324,0.730424,1.93894,0.444492,0.319024,0.221941,-0.379935,0.769417,0.051658,-1.270378,0
1.505841,-0.397318,-0.577593,0.706642,-0.863863,-0.271707,1.522036,-0.869712,-0.901021,1.275214,0.089685,-0.602715,-0.095645,-1.134579,-0.84408,0.23955,-0.104011,0
-0.431639,-0.397318,0.628546,0.428867,-1.532755,-0.76767,-1.299312,0.23335,-0.357206,-0.981455,-1.920885,-1.632893,-0.159162,-0.757257,0.164356,1.50782,-0.687195,0
-0.673825,-0.397318,0.293507,0.484422,1.365775,-0.271707,0.219875,-0.428487,-0.901021,0.478743,-0.974734,-0.331615,0.221941,-1.134579,-1.247454,0.521388,-0.978786,0
1.384749,-0.397318,-0.443578,-1.071121,-0.417936,-0.76767,0.111362,0.453962,-1.852697,-0.450474,0.858433,0.210584,0.063148,0.186048,0.164356,-0.872143,1.353947,0
-1.279287,-0.397318,-0.644601,-0.182239,0.919847,-0.271707,0.870956,1.115799,1.138286,-0.715964,0.444492,-0.331615,0.745957,0.374709,0.769417,0.020343,0.18758,0
-0.189454,-0.397318,1.0976,1.345526,-1.532755,-0.470092,1.522036,-1.531549,-0.901021,1.275214,-0.797331,-1.524454,0.968267,-1.134579,-0.84408,1.225982,1.353947,0
-0.068362,-0.397318,0.896577,-1.932225,1.142811,1.811337,0.870956,1.115799,1.410193,0.213252,-1.270407,0.373244,-0.587903,1.129352,1.576166,0.129947,-0.687195,0
0.052731,-0.397318,0.896577,0.484422,-0.6409,-1.362826,1.522036,-0.6491,-1.036974,-0.981455,-0.442525,0.102144,0.348975,-0.002613,-1.247454,0.208235,1.062355,0
0.537101,-0.397318,0.025476,0.762197,-0.6409,-0.76767,1.522036,-1.531549,-0.629113,-0.184984,-1.033869,-0.711155,-1.048402,-1.134579,-1.247454,0.223893,0.770764,0
1.748027,-0.397318,-1.314678,-2.154445,1.365775,-0.073322,1.522036,1.777636,1.410193,0.213252,1.981987,1.728743,0.730078,1.506674,0.164356,-1.232269,0.479172,0
-1.521472,-0.397318,-1.515702,-2.126667,-0.194972,-0.966055,1.739063,0.453962,-1.308882,-0.981455,0.976702,0.156364,1.841628,1.129352,1.172792,-1.514107,-0.104011,0
0.658194,-0.397318,1.499646,1.317748,0.139474,0.022771,1.305009,1.115799,-0.357206,-0.184984,0.444492,-1.416014,-2.080556,-0.002613,0.769417,1.820973,-1.56197,0
0.173823,3.144584,-0.912632,0.623309,0.250956,-0.76767,1.305009,-0.869712,-0.629113,-0.715964,-0.146852,-0.494275,1.524042,0.374709,0.366043,-1.09135,1.062355,0
-1.521472,-0.397318,1.9687,1.512191,0.027992,0.521833,-0.214178,0.23335,0.186609,0.213252,-1.566079,-1.903993,-0.238559,0.374709,1.172792,1.319928,1.645539,0
