Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Total_Promotions,Children_Number,Total_Spent,Total_Purchases
0.5,0.0,0.08483222445468436,0.4253181513730743,0.44221105527638194,0.3165217391304348,0.6640926640926641,0.33460076045627374,0.2430939226519337,0.2,0.2962962962962963,0.3571428571428571,0.3076923076923077,0.35000000000000003,0.0,0.37864077669902907,0.0,0.0,0.6396825396825397,0.6875
0.5,0.0,0.06709517908490441,0.007367716008037508,0.005025125628140704,0.003478260869565217,0.007722007722007722,0.0038022813688212928,0.016574585635359115,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.25,0.0,0.40776699029126207,0.0,0.6666666666666666,0.00873015873015873,0.125
0.5,1.0,0.10509733267562592,0.2853315472203617,0.24623115577889448,0.0736231884057971,0.4285714285714286,0.07984790874524715,0.11602209944751381,0.06666666666666667,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.2,0.0,0.30097087378640774,0.0,0.0,0.305952380952381,0.625
0.5,1.0,0.03747127543101893,0.007367716008037508,0.020100502512562814,0.011594202898550725,0.03861003861003861,0.011406844106463879,0.013812154696132596,0.13333333333333333,0.07407407407407407,0.0,0.3076923076923077,0.30000000000000004,0.0,0.11650485436893199,0.0,0.3333333333333333,0.01904761904761905,0.1875
1.0,1.0,0.08506532959563025,0.115874079035499,0.21608040201005024,0.06840579710144927,0.1776061776061776,0.10266159695817491,0.04143646408839779,0.3333333333333333,0.18518518518518517,0.10714285714285714,0.46153846153846156,0.25,0.0,0.14563106796116504,0.0,0.3333333333333333,0.16547619047619047,0.4375
1.0,1.0,0.09141180504589916,0.348292029470864,0.21105527638190955,0.05681159420289855,0.0,0.1596958174904943,0.03867403314917127,0.13333333333333333,0.2222222222222222,0.14285714285714285,0.7692307692307693,0.30000000000000004,0.0,0.2815533980582524,0.0,0.3333333333333333,0.28214285714285714,0.625
0.5,0.0,0.08106795240444194,0.15740120562625587,0.32663316582914576,0.09507246376811594,0.19305019305019305,0.18631178707224336,0.07458563535911603,0.26666666666666666,0.25925925925925924,0.10714285714285714,0.5384615384615385,0.30000000000000004,0.0,0.2427184466019417,0.0,0.3333333333333333,0.23214285714285715,0.53125
1.0,1.0,0.04770985478301671,0.050904219691895514,0.05025125628140704,0.03246376811594203,0.011583011583011584,0.0038022813688212928,0.06353591160220995,0.13333333333333333,0.14814814814814814,0.0,0.3076923076923077,0.4,0.0,0.10679611650485432,0.0,0.3333333333333333,0.06507936507936507,0.25
1.0,1.0,0.0430432402516934,0.009377093101138647,0.0,0.013913043478260868,0.011583011583011584,0.011406844106463879,0.0055248618784530384,0.06666666666666667,0.1111111111111111,0.0,0.15384615384615385,0.45,0.0,0.2135922330097087,0.0,0.3333333333333333,0.01626984126984127,0.15625
1.0,1.0,0.005892296401458184,0.018754186202277295,0.0,0.003478260869565217,0.003861003861003861,0.0038022813688212928,0.03591160220994475,0.06666666666666667,0.037037037037037035,0.0,0.0,1.0,0.0,0.44660194174757273,0.25,0.6666666666666666,0.01746031746031746,0.03125
0.5,1.0,0.07467109616564602,0.003348961821835231,0.02512562814070352,0.003478260869565217,0.0,0.0076045627376425855,0.0027624309392265192,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.0,0.12621359223300965,0.0,0.3333333333333333,0.005555555555555556,0.09375
